Content Tab,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab
Details,116110,Villa Magnifico,Puerto Vallarta,Diana Soler,Casa La Vista,Puerto Vallarta Mismaloya Mexico 48300 ,329,Lifetime: 20 // $40760,Jessica Caputo (4/2016),-,All Clear,Green-DA: Good condition - inspections are not allowed,-,Guest survey or other feedback received: Owner said no,-,-,-,-,-,-,116110,Villa Magnifico,Puerto Vallarta,Diana Soler,Casa La Vista,2006,-,20% non refundable if canceled within 125 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116110,Villa Magnifico,Puerto Vallarta,Diana Soler,Casa La Vista,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116117,Villa Mirador,Costa del Sol,Patrick Cosculluela,SUENOS DE RONDA SL,29679 Carretera de Ronda Benahavís Marbella Spain 29679,224,Lifetime: 1 // $2272,Patrick Thibaudeau (1/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,42485,"Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: possible construction nearby, missing welcome manual, toiletries need upgrading, food in fridge, extra garbage bags and dish towels missing, extra TP missing, could not access all TV channels, possible listing discrepancy",-,-,-,-,-,-,116117,Villa Mirador,Costa del Sol,Patrick Cosculluela,SUENOS DE RONDA SL,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116117,Villa Mirador,Costa del Sol,Patrick Cosculluela,SUENOS DE RONDA SL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116123,Villa Palo Alto,Costa del Sol,Patrick Cosculluela,SUENOS DE RONDA SL,Malaga Benahavis Spain 29679,284,Lifetime: 2 // $4840,Mani Chanmany (2/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,42485,"Advance Inspection: inspection conducted days or couple of weeks prior to an arrival: Possible construction nearby, missing welcome manual, toiletries need upgrading, missing hair dryers, pool needs to be refilled, stove, counters, surfaces, and drawers need cleaning, drawer needs repairs",-,-,-,-,-,-,116123,Villa Palo Alto,Costa del Sol,Patrick Cosculluela,SUENOS DE RONDA SL,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116123,Villa Palo Alto,Costa del Sol,Patrick Cosculluela,SUENOS DE RONDA SL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116128,Garza Blanca – Two Bedroom Suite,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,"Carretera a Barra de Navidad,, Km. 7.5 Jalisco Puerto Vallarta Mexico",347,Lifetime: 1 // $1928,Andrea Ducharme (9/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,07-Feb-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: All good,-,-,-,-,-,-,116128,Garza Blanca – Two Bedroom Suite,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,2015,-,Special Terms - Please inquire with PDOperations@,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116128,Garza Blanca – Two Bedroom Suite,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116131,Big Timber Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,N/A N/A N/A,334,Lifetime: 4 // $26429,Sarah Rose Walder (1/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,31-Jan-16,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: All good, villa in pristine condition",-,-,-,-,-,-,116131,Big Timber Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,2014,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116131,Big Timber Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116132,(H) Nesters Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,No address on file,334,Lifetime: 2 // $7576,Emma Guezen (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116132,(H) Nesters Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,2014,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116132,(H) Nesters Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116134,The Baker,California - Desert Cities,Larry Rener,BLUEWAY - Homes Run,208 N. Michelle Rd. California Palm Springs USA,333,Lifetime: 7 // $4853,Ian Howie (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116134,The Baker,California - Desert Cities,Larry Rener,BLUEWAY - Homes Run,2003,-,100% non refundable,17%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116134,The Baker,California - Desert Cities,Larry Rener,BLUEWAY - Homes Run,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116136,Constellation at Northstar – 2 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,13051 Ritz Carlton Highlands Ct. California Truckee USA,329,Lifetime: 2 // $1819,Zechariah Abramovitz (1/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116136,Constellation at Northstar – 2 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,2015,-,20% non refundable if canceled within 35 days of arrival,20%,"50% Deposit, Full payment 50 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116136,Constellation at Northstar – 2 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116137,Constellation at Northstar – 2 Bedroom Family Suite,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,Ritz Carlton Highlands Ct. California Truckee USA,329,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116137,Constellation at Northstar – 2 Bedroom Family Suite,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,2015,-,20% non refundable if canceled within 35 days of arrival,20%,"50% Deposit, Full payment 50 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116137,Constellation at Northstar – 2 Bedroom Family Suite,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116138,Constellation at Northstar – 3 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,Ritz Carlton Highlands Ct. California Truckee USA,329,Lifetime: 2 // $2538,Erin O'Neil (4/2016),-,All Clear,NO EYE: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,116138,Constellation at Northstar – 3 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,2015,-,20% non refundable if canceled within 35 days of arrival,20%,"50% Deposit, Full payment 50 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116138,Constellation at Northstar – 3 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116139,Constellation at Northstar – 4 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences - 4 Bedrooms,Ritz Carlton Highlands Ct. California Truckee USA,329,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116139,Constellation at Northstar – 4 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences - 4 Bedrooms,2015,-,100% non refundable,20%,Full payment at booking,-,-,-,-,-,-,-,-,-,-,116139,Constellation at Northstar – 4 Bedroom Residence,California - Lake Tahoe,Alana Hanks,Constellation at Northstar Residences - 4 Bedrooms,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116140,Chalet Adriana,French Alps,Patrick Cosculluela,Eden Luxury,N/A N/A N/A,165,Be the first to book this villa!,-,-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,24-Oct-15,Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: toiletries and hair driers,-,-,-,-,-,-,116140,Chalet Adriana,French Alps,Patrick Cosculluela,Eden Luxury,2015,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116140,Chalet Adriana,French Alps,Patrick Cosculluela,Eden Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116143,Chalet Penelope,French Alps,Patrick Cosculluela,Eden Luxury,N/A N/A N/A,165,Be the first to book this villa!,-,-,All Clear,Green: Good condition - no or minimal issues noticed,19-Sep-15,"Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: all well,",-,-,-,-,-,-,116143,Chalet Penelope,French Alps,Patrick Cosculluela,Eden Luxury,2015,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116143,Chalet Penelope,French Alps,Patrick Cosculluela,Eden Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116144,Chalet Alena,French Alps,Patrick Cosculluela,Eden Luxury,N/A N/A N/A,165,Lifetime: 1 // $8481,Patrick Thibaudeau (5/2015),-,All Clear,Green: Good condition - no or minimal issues noticed,19-Sep-15,"Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: all well, but bedrooms are not equal",-,-,-,-,-,-,116144,Chalet Alena,French Alps,Patrick Cosculluela,Eden Luxury,2015,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116144,Chalet Alena,French Alps,Patrick Cosculluela,Eden Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116149,Chalet Cristal,French Alps,Patrick Cosculluela,Eden Luxury,N/A N/A N/A,165,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116149,Chalet Cristal,French Alps,Patrick Cosculluela,Eden Luxury,2015,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116149,Chalet Cristal,French Alps,Patrick Cosculluela,Eden Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116150,Chalet Edge,French Alps,Patrick Cosculluela,Eden Luxury,N/A N/A N/A,165,Be the first to book this villa!,-,-,All Clear,Green: Good condition - no or minimal issues noticed,19-Sep-15,Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: All well. Very nice Chalet,-,-,-,-,-,-,116150,Chalet Edge,French Alps,Patrick Cosculluela,Eden Luxury,2015,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116150,Chalet Edge,French Alps,Patrick Cosculluela,Eden Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116151,Chalet Dalia,French Alps,Patrick Cosculluela,Eden Luxury,N/A N/A N/A,165,Lifetime: 1 // $2926,Chloee Whyte (4/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,24-Oct-15,"Onboarding Inspection: Inspection conducted to qualify if the property fits the portfolio. This occurs prior to listing: no safe, no toiletries, messy cellar, mismtahcing hangers",-,-,-,-,-,-,116151,Chalet Dalia,French Alps,Patrick Cosculluela,Eden Luxury,2015,-,100% non refundable,10%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116151,Chalet Dalia,French Alps,Patrick Cosculluela,Eden Luxury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116164,72-121 Pakui at Hualalai,Big Island,Edward Puglia,Private Homes Hawaii LLC,Hawaii  Kailua-Kona USA 96740,316,Lifetime: 5 // $24690,Ian Howie (2/2016),-,All Clear,No Eyes: Property has never been inspected,04-Nov-15,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: No access,-,-,-,-,-,-,116164,72-121 Pakui at Hualalai,Big Island,Edward Puglia,Private Homes Hawaii LLC,2014,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116164,72-121 Pakui at Hualalai,Big Island,Edward Puglia,Private Homes Hawaii LLC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116167,The Iman Villa,Bali,Edward Puglia,Elite Havens,N/A N/A N/A,271,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116167,The Iman Villa,Bali,Edward Puglia,Elite Havens,2012,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116167,The Iman Villa,Bali,Edward Puglia,Elite Havens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116168,Villa Lulito,Bali,Edward Puglia,Elite Havens,N/A N/A N/A,271,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116168,Villa Lulito,Bali,Edward Puglia,Elite Havens,2012,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116168,Villa Lulito,Bali,Edward Puglia,Elite Havens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116169,Villa Batujimbar,Bali,Edward Puglia,Elite Havens,N/A N/A N/A,271,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116169,Villa Batujimbar,Bali,Edward Puglia,Elite Havens,2012,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116169,Villa Batujimbar,Bali,Edward Puglia,Elite Havens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116176,(H) Crabapple Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,No address on file,334,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116176,(H) Crabapple Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,2014,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116176,(H) Crabapple Chalet,Whistler (BC),Alana Hanks,VIP Mountain Holidays,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116178,Buffalo Park,Colorado - Vail Valley,Alana Hanks,Luxury Home Rentals by East West Resort,"55 Arrowhead Circle,    Colorado Edwards USA 81632",294,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116178,Buffalo Park,Colorado - Vail Valley,Alana Hanks,Luxury Home Rentals by East West Resort,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116178,Buffalo Park,Colorado - Vail Valley,Alana Hanks,Luxury Home Rentals by East West Resort,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116181,Maison du Soleil,California - Desert Cities,Larry Rener,BLUEWAY - Homes Run,California Palm Springs USA 92262,333,Lifetime: 9 // $5458,Michael Blair (3/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,17-Dec-15,"Guest survey or other feedback received: Bathroom 3 Toilet not clean, not clean towels or extra toilet paper. Home owners occupying house until day before checkin. Laundry area not inspected as home owners locked it up and will only be accessible when they leave",-,-,-,-,-,-,116181,Maison du Soleil,California - Desert Cities,Larry Rener,BLUEWAY - Homes Run,2003,-,100% non refundable,17%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116181,Maison du Soleil,California - Desert Cities,Larry Rener,BLUEWAY - Homes Run,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116185,Casa Maravillas,Cabo San Lucas,Diana Soler,BLUEWAY - LIfestyle Managment Services,Baja California Sur  Cabo San Lucas  Mexico 23410,258,Lifetime: 10 // $9315,Kathleen Moshonas (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,02-Mar-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: All good,-,-,-,-,-,-,116185,Casa Maravillas,Cabo San Lucas,Diana Soler,BLUEWAY - LIfestyle Managment Services,2007,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 80 days prior to arrival during holiday season and 65 days prior to arrival during non holiday season",-,-,-,-,-,-,-,-,-,-,116185,Casa Maravillas,Cabo San Lucas,Diana Soler,BLUEWAY - LIfestyle Managment Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116198,Villa Hippocampo,French Riviera,Patrick Cosculluela,Sage Givens,Provence-Alpes-Cote d'Azur Villefranche-sur-Mer  France 6230,312,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116198,Villa Hippocampo,French Riviera,Patrick Cosculluela,Sage Givens,2015,-,100% non refundable,25%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116198,Villa Hippocampo,French Riviera,Patrick Cosculluela,Sage Givens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116199,Villa Violeta,Ibiza,Patrick Cosculluela,Laurent Bellandi Ibiza,N/A N/A N/A,294,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116199,Villa Violeta,Ibiza,Patrick Cosculluela,Laurent Bellandi Ibiza,2014,-,15% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116199,Villa Violeta,Ibiza,Patrick Cosculluela,Laurent Bellandi Ibiza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116202,Captured in Paradise,California - Los Angeles,Larry Rener,BLUEWAY - Elite Luxury Homes,23826 Malibu Rd. California Malibu USA,347,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116202,Captured in Paradise,California - Los Angeles,Larry Rener,BLUEWAY - Elite Luxury Homes,2014,-,15% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116202,Captured in Paradise,California - Los Angeles,Larry Rener,BLUEWAY - Elite Luxury Homes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116204,Garza Blanca - Three Bedroom Suite,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,"Carretera a Barra de Navidad,Km. 7.5  Jalisco Puerto Vallarta Mexico 48390",347,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116204,Garza Blanca - Three Bedroom Suite,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,2015,-,Special Terms - Please inquire with PDOperations@,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116204,Garza Blanca - Three Bedroom Suite,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116205,Garza Blanca - Penthouse,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,"Carretera a Barra de Navidad,Km. 7.5 Jalisco Puerto Vallarta Mexico",347,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116205,Garza Blanca - Penthouse,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,2015,-,Special Terms - Please inquire with PDOperations@,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116205,Garza Blanca - Penthouse,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116206,Garza Blanca - Two Bedroom Panoramic,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,"Carretera a Barra de Navidad,Km. 7.5  Jalisco Puerto Vallarta Mexico 48390",347,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116206,Garza Blanca - Two Bedroom Panoramic,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,2015,-,Special Terms - Please inquire with PDOperations@,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116206,Garza Blanca - Two Bedroom Panoramic,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116207,Garza Blanca - Three Bedroom Panoramic,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,Carretera a Barra de Navidad Jalisco Puerto Vallarta Mexico,347,Lifetime: 1 // $672,Kirstie Macfarlane (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116207,Garza Blanca - Three Bedroom Panoramic,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,2015,-,Special Terms - Please inquire with PDOperations@,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116207,Garza Blanca - Three Bedroom Panoramic,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116208,Garza Blanca - Grand Penthouse,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,"Carretera a Barra de Navidad,Km. 7.5 Jalisco Puerto Vallarta Mexico",347,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,116208,Garza Blanca - Grand Penthouse,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,2015,-,Special Terms - Please inquire with PDOperations@,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116208,Garza Blanca - Grand Penthouse,Puerto Vallarta,Diana Soler,Garza Blanca Preserve Resort & Spa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116212,Villa Angelina - Tortuga Bay C-17,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,Punta Cana La Altagracia Dominican Republic 23000,280,Lifetime: 2 // $2720,Jessica Scotcher (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116212,Villa Angelina - Tortuga Bay C-17,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116212,Villa Angelina - Tortuga Bay C-17,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116213,Villa Marina 4,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,Punta Cana La Altagracia Dominican Republic 23000,280,Lifetime: 1 // $4380,Kirsten Schneider (2/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116213,Villa Marina 4,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116213,Villa Marina 4,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116214,Villa Arrecife 25,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,Bavaro Punta Cana  Dominican Republic 23302,280,Lifetime: 2 // $3140,Monica Allard (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,116214,Villa Arrecife 25,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,2013,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116214,Villa Arrecife 25,Dominican Republic,Diana Soler,BLUEWAY - Volalto Group SRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116217,Modern Escape,California - San Diego,Larry Rener,Christophe Fremont,Avenida Andorra  California La Jolla USA 92037,344,Lifetime: 8 // $16408,Michael Blair (4/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,21-Jan-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: no issues reported,-,-,-,-,-,-,116217,Modern Escape,California - San Diego,Larry Rener,Christophe Fremont,2015,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,15%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116217,Modern Escape,California - San Diego,Larry Rener,Christophe Fremont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116218,Casa de Karma,Cabo San Lucas,Diana Soler,BLUEWAY – Polo Perz,BCS Pedregal Mexico 23455,285,Lifetime: 7 // $44690,Ryan Jacks (1/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,03-Mar-16,Guest survey or other feedback received: All good,-,-,-,-,-,-,116218,Casa de Karma,Cabo San Lucas,Diana Soler,BLUEWAY – Polo Perz,2007,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116218,Casa de Karma,Cabo San Lucas,Diana Soler,BLUEWAY – Polo Perz,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,116221,Casa Gigi,Riviera Maya,Diana Soler,Mayaluxe,Quintana Roo Playa del Carmen Mexico 77710,284,Lifetime: 3 // $6660,Dominic Lachapelle (3/2016),-,All Clear,No Eyes: Property has never been inspected,-,Guest survey or other feedback received: Last minute booking,-,-,-,-,-,-,116221,Casa Gigi,Riviera Maya,Diana Soler,Mayaluxe,2003,-,23% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,116221,Casa Gigi,Riviera Maya,Diana Soler,Mayaluxe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
